关键词,新闻标题,新闻内容,发布时间,文章来源,新闻链接,news_type
announcement,“携手更多中国企业，拥抱发展新机遇”（进博会观察） ——从第八届进博会看高质量发展,“我们将继续依托全球的专业经验与资源，结合中国本土的创新能力，以优质产品与服务保护消费者健康。”欧加隆中国总裁吴泽发表示。盈康一生展出30余项创新成果。“凭借进博会大舞台，我们将深化全球协作，加大在生命科学、临床医学、生物科技等产业布局，构建科技与数智驱动的大健康生态，更好满足人们对高品质医疗卫生服务的需求。”盈康一生董事长谭丽霞说。,2025-11-06 05:53:46,人民日报,http://finance.eastmoney.com/a/202511063556231949.html,announcement
announcement,董军与塞尔维亚国防部长会谈,新华社北京11月5日电 （记者梅常伟）国防部长董军5日下午在京与来访的塞尔维亚国防部长加希奇举行会谈。董军说，中塞是历经风雨、患难与共的铁杆朋友。中方愿与塞方落实好两国元首关于构建新时代命运共同体的重要共识，打造两军务实合作新亮点，把两军关系不断推向新的更高水平。加希奇说，塞方坚定奉行一个中国原则，愿与中国军队继续深化各领域合作，共同为两国关系发展和地区和平稳定作出贡献。会谈前，董军为加希奇举行欢迎仪式，并陪同检阅中国人民解放军仪仗队。 ,2025-11-06 05:56:05,人民日报,http://finance.eastmoney.com/a/202511063556234255.html,announcement
announcement,第七届中国—阿拉伯国家广播电视合作论坛开幕,本报重庆11月5日电 （记者沈靖然）11月5日，第七届中国—阿拉伯国家广播电视合作论坛在重庆开幕。来自中国和16个阿拉伯国家的广播电视政府主管部门、广电视听媒体、国际组织、驻华使节、相关企业和高校智库的300名代表参加。本届论坛以“中阿文明互鉴视听创新共赢”为主题，中阿嘉宾聚焦内容和技术两大方向，围绕“数字媒体时代的中阿视听内容合作”和“技术赋能视听产业高质量发展”议题进行研讨，重点针对内容合作、技术应用、新业态培育等开展对话交流。 ,2025-11-06 05:56:53,人民日报,http://finance.eastmoney.com/a/202511063556232612.html,announcement
announcement,Robinhood三季度净营收12.7亿美元 高于市场预期,网红券商Robinhood三季度净营收12.7亿美元，分析师预期12.1亿美元；三季度加密数字货币营收2.68亿美元，分析师预期2.872亿美元；三季度调整后EBITDA为7.42亿美元，分析师预期7.269亿美元；三季度ARPU（单位用户平均收入）为191美元，分析师预期182美元。,2025-11-06 05:34:13,财联社,http://finance.eastmoney.com/a/202511063556229414.html,announcement
announcement,巴西咖啡的进博之旅—— “与中国市场一起定义好咖啡”（进博会故事）,在第八届进博会农食产品展区巴西出口投资促进局展位上，知名咖啡品牌奥尼卡被摆放在醒目的位置。工作人员递上刚冲泡好的咖啡：“我们的咖啡豆来自巴西曼蒂凯拉山脉，酸中带着一点花果香。”巴西是全球第一大咖啡生产国和出口国。近年来，巴西等多国咖啡产品通过进博会平台，加速走进中国市场，满足中国消费者日益多样化的选择。一杯巴西咖啡的进博之旅，是全球共享中国市场机遇的一个生动注脚。“流泪的山脉”孕育精品咖啡清晨，薄雾笼罩着巴西米纳斯吉拉斯州曼蒂凯拉山脉，漫山遍野的咖啡树构成一片翠绿的海洋。记者驱车沿着崎岖的山路前行，来到隐藏在这片绿海之中的奥尼卡咖啡园。“这儿的空气里都有咖啡的味道。”园主阿尔瓦罗·佩雷拉·科里笑着对记者说：“我们的咖啡豆从这里漂洋过海，通过进博会等平台展示、推广，走向中国各地的咖啡馆和消费者。”在咖啡园，60多岁的科里指着远处的山峦告诉记者，“曼蒂凯拉”在当地土著语中意为“流泪的山脉”，这里海拔较高、干湿分明，可满足咖啡生长周期对水分的不同需求。“得天独厚的自然环境使曼蒂凯拉成为巴西最适宜咖啡种植的地区之一，其出产的咖啡豆品质高，畅销世界。”从手工采摘、分拣，,2025-11-06 05:56:42,人民日报,http://finance.eastmoney.com/a/202511063556233419.html,announcement
announcement,工业旅游：从工厂到景区有多远,工信、文旅等部门联合组织开展工业旅游资源普查、工业旅游资源库培育和精品线路建设，截至目前已累计入库4批244个工业旅游培育资源，包括广汽、格力、TCL、中航通飞、可口可乐等一大批优秀项目；累计发布51条工业旅游精品线路，每条线路均包含2个以上制造业企业。深度融合不断提升品质工业旅游为何能火出圈？河南大学社会经济发展研究中心主任、特聘教授孙建国认为，工业旅游形式多样、参与体验感强，可以学到一些平时接触不到的知识。年轻人特别是学生对历史上和现代具有影响力的企业有着浓厚兴趣，其火爆在情理之中。对企业而言，工业旅游是塑造企业品牌形象的有效途径。汤臣倍健透明工厂客户服务部相关负责人表示，通过走进工厂让消费者切身感受制造过程和品质保障，有效提升了品牌公信力；通过寓教于乐的营养科普体验，建立企业与消费者情感共鸣，吸引游客变成品牌忠实用户，形成长期消费与口碑积累。工业旅游的价值远超门票收益，它能为企业打造可持续的隐形资产。对地区而言，工业旅游不仅是推动产业融合、激发消费新动能的有力抓手，更是传承工业精神、塑造区域文化名片的重要窗口。李莹告诉记者，,2025-11-06 06:03:30,经济日报,http://finance.eastmoney.com/a/202511063556234796.html,announcement
announcement,顶层设计指明奋进方向 衍生品市场迎来历史性机遇,广大机构投资者，如基金、保险等，需要借助衍生品工具开展资产配置与对冲策略，个人投资者也通过参与衍生品交易寻求收益增长。衍生品市场结构升级加快。除了规模持续扩容，实体企业对衍生品的需求由可选工具逐渐变为经营刚需，进入规模与质量并进的新阶段。罗旭峰表示，从需求特征看，一方面，需求覆盖范围不断拓宽。随着国内外宏观经济波动加剧、产业链竞争愈发激烈，风险管理需求已从跨国公司、民营企业延伸至大型国企和广大中小型企业。另一方面，需求层次持续深化。企业不再满足于传统的单一套期保值模式，而是转向寻求综合解决方案，甚至将衍生品融入日常经营决策，使其成为产业链协同发展的重要纽带。此外，随着人民币国际化稳步推进，衍生品市场的战略作用不可替代。罗旭峰表示，发展以人民币计价的衍生品工具，可以形成国际影响力，吸引全球投资者。构建更完善行业生态期货行业正加快转型升级，以适应新的战略定位和发展要求。“期货行业必须实现角色的二次跃升。”罗旭峰认为，期货公司要从提供点对点的风险管理服务，向参与构建国家层面的金融安全网延伸。构建更完善的行业生态，需要多方面协同发力。程小勇认为，,2025-11-06 05:14:21,中国证券报,http://finance.eastmoney.com/a/202511063556227014.html,announcement
announcement,“十五五”锚定现代化产业体系 固本育新打开增长新空间,滚动实施制造业重点产业链高质量发展行动。“传统产业升级不能‘单兵突进’，需要政策、技术、金融协同发力。”朱克力指出，当前化工、机械等重点行业转型滞后，主要受制于绿色工艺替代成本高、设备智能化改造缺乏通用标准、中小厂商技术适配能力薄弱等问题。对此，需构建“政策—技术—金融”三角支撑体系。具体来说，政策端，可建立碳差价补贴机制，对采用绿色工艺的企业给予度电补贴，弥合与传统路线的成本差距；技术端，由工信部牵头制定智能装备互联互通标准，推动设备模块化、通用化；金融端，设立技改专项贷款，对采购国产高端设备的企业提供低息支持，降低技改门槛。朱克力表示，通过政策引导与市场机制结合，未来五年可激活10万亿级技改市场，推动传统产业向“智能化、绿色化、融合化”转型。工信部信息通信经济专家委员会委员盘和林也向证券时报记者表示，传统产业要跟上新兴产业节奏，需通过企业转型升级和并购重组，借助技术与产业融合实现快速升级，避免在市场竞争中掉队。育新提质：前瞻布局未来产业在巩固传统产业根基的同时，“十五五”规划建议明确提出“培育壮大新兴产业和未来产业”，既着力打造新兴支柱产业，也前瞻布局具有潜力的未来赛道，,2025-11-06 02:28:06,证券时报,http://finance.eastmoney.com/a/202511063556215918.html,announcement
announcement,“十四五”时期，35批次537件/套流失文物艺术品回归祖国 从“国宝回家”看文化强国建设,夯实法律证据链基础。——拓展国际合作。在子弹库帛书二、三卷返还仪式上，文化和旅游部副部长、国家文物局局长饶权说，这是通过中国主导制定的《关于保护和返还殖民背景下流失或通过其他非正义、非道德方式获取之文物的青岛建议书》，以对话与合作推动历史上流失文物保护与返还的成功实践。近年来，中国与27国签署政府间防止文物非法进出境协定。2024年，《青岛建议书》发布。2025年，中国首次当选联合国教科文组织1970年公约缔约国大会主席国，这是中国在国际文化遗产保护领域话语权提升的重要体现。——创新追索模式。“每年都有一些标志性文物返还。”在东南大学法学院副教授张越看来，中国的流失海外文物追索工作正在变得更主动，全链条服务保障工作更有作为。近年来，我国不断创新工作方法，在实践中综合运用外交磋商、法律诉讼、协商谈判、公益捐赠等多种方式，整合考古、历史、法律、外交等多领域专家力量，根据不同案例特点采取针对性策略。——各方积极参与。有网友评论：“看到子弹库帛书的回归，感受到的是民族复兴的温度。”人民日报客户端、微博关于子弹库帛书的报道，阅读量超过1000万，吸引近万名网友留言。每一次文物回归，,2025-11-06 05:56:37,人民日报,http://finance.eastmoney.com/a/202511063556233721.html,announcement
announcement,“慢是一种力量，真是一种抵达”（艺文观察） ——第四届华语纪录电影大会的见闻与思考,珠海香山场大厦梦剧场里，展映影片《中华白海豚》深深吸引观众尤其是孩子们的目光。白海豚每一次跃出海面的惊艳瞬间，它们眼神中的灵动、皮肤的纹理，甚至是呼吸时水珠的飞溅，都让观众仿佛置身伶仃洋上颠簸的渔船，与白海豚“面对面”。而如此真实的沉浸感，也来自影片导演闫东及其团队历经6年的追踪。为了让更多人看见人与自然和谐共生的中国式现代化之美，他们一次又一次远航，以时光为笔，蘸着南海的浪与光不断打磨。在中国科学院、中国野生动物保护协会水生野生动物保护分会、珠江口中华白海豚国家级自然保护区、中山大学等多家科研机构和高校的支持下，他们的足迹远至美国、瑞典、英国、泰国，完成上百次海上拍摄，总航程超过3600海里。回忆起连续16天海上守候的经历，主创人员感慨万千：“在静谧的夜晚，甚至能清晰地听见白海豚浮出水面换气的‘哧哧’声，那种与自然融为一体的体验，让我们领悟纪录片创作的真谛。”“真实一定是纪录片最内核的价值。”导演陈庆在大会“焦点对话”环节中分享，自己回首经典之作看到了“工夫在诗外”，内容背后的表达“让屏幕内外无限连接，打动了观众，让创作者也得到滋养”。“快”与“短”在当下如此流行，,2025-11-06 05:53:50,人民日报,http://finance.eastmoney.com/a/202511063556236082.html,announcement
announcement,美股成交额前20：谷歌A类股收高2.44% 苹果将每年向谷歌支付约10亿美元以使用该技术,来助力其长期承诺的Siri语音助手全面升级。因讨论未公开而要求匿名的知情人士表示，在经过长时间评估后，两家公司正敲定一项协议，其中苹果将每年向谷歌支付约10亿美元以使用该技术。苹果希望借助谷歌的力量来重建Siri的基础技术，为明年推出一系列新功能奠定基础。谷歌模型的1.2万亿参数远超苹果目前的模型。 第11名美光收高8.93%，成交66.88亿美元。据供应链消息称，三星电子已率先暂停10月DDR5DRAM合约报价，引发SK海力士和美光等其他存储原厂跟进，将导致供应链“断粮”，恢复报价时间预计将延后至11月中旬。由于三星迟迟不愿提供合约报价，直接告诉下游客户“无货可卖”，导致短短一周内，DDR5现货价格飙升25%。 第14名罗宾汉证券收高4.15%，成交43.66亿美元。该公司三季度净营收12.7亿美元，分析师预期12.1亿美元；三季度加密数字货币营收2.68亿美元，分析师预期2.872亿美元；三季度调整后EBITDA为7.42亿美元，分析师预期7.269亿美元；三季度ARPU（单位用户平均收入）为191美元，分析师预期182美元。 第18名IREN收高14.68%，,2025-11-06 06:03:59,哈富证券,http://finance.eastmoney.com/a/202511063556236338.html,announcement
announcement,推进务实合作 促进共同发展,”“中国在亚太经合组织中持续发挥着建设性和前瞻性作用，推动亚太地区在数字贸易、绿色产业、互联互通等领域的发展进步。”托雷布兰卡强调，2026年中国主办亚太经合组织会议，对亚太地区至关重要，“我们将重申对自由贸易、开放与稳定的共同承诺”。中国的发展成就和经济活力令托雷布兰卡印象深刻，“中国在基建、物流、能源等领域的发展成绩有目共睹，实现数亿人口摆脱贫困的壮举前所未有。中国式现代化为其他经济体提供了宝贵的借鉴经验。”智利大学国际关系学院院长多罗泰娅·洛佩斯——“开放合作是通往繁荣的正确道路”本报记者宋亦然“当前，开放合作比以往任何时候都更重要。亚太经合组织为各成员提供了一个开展对话与共同行动的平台，值得各方珍视。”智利大学国际关系学院院长多罗泰娅·洛佩斯长期从事国际政治经济研究，对亚太合作有着深入观察。她表示，自30多年前成立以来，亚太经合组织始终是推动经济一体化和贸易自由化的重要平台，在促进开放合作中发挥着不可替代的作用。“全球经济形势复杂多变，保护主义抬头，亚太经合组织秉持的开放的区域主义和合作共赢精神具有重要现实意义。它为各成员提供了政策协调的平台，,2025-11-06 05:54:41,人民日报,http://finance.eastmoney.com/a/202511063556235343.html,announcement
announcement,前沿科技锚定“中国智造” “开发出更懂中国消费者的产品”,三菱电机通过完整呈现外观检测应用场景，展示了未来工厂里能够“看得清、判得准、动得快”的智能作业。行走在进博场馆，未来已来，触手可及。在这个大舞台，全球前沿的理念和技术相互交融，与中国庞大的市场、完整的产业体系、不断优化的创新环境紧密结合，锚定新一代“中国智造”，共同孵化新的增长点，塑造着新的产业形态。,2025-11-06 05:54:33,人民日报,http://finance.eastmoney.com/a/202511063556235447.html,announcement
announcement,美股收涨！谷歌创新高，美光科技涨近9%！比特币涨超3%，美联储官员发声,美东时间周三，美股三大指数集体收涨，截至收盘，纳指涨0.65%，道指涨0.48%，标普500指数涨0.37%。 个股方面，谷歌涨超2%，创历史收盘新高。特斯拉涨超4%，英特尔涨逾3%，Meta涨超1%，苹果、奈飞、亚马逊小幅上涨；微软、英伟达跌超1%。此外，美股存储概念股上涨，美光科技大涨近9%。 知名美股财报：高通Q4财报超预期但股价下挫。高通第四财季调整后营收112.7亿美元，分析师预期107.7亿美元，预计全年资本开支11.9亿美元，分析师预期11.8亿美元。因税收政策而一次性计提57亿美元，这将使得长期税率降低，预计第一财季营收118亿~126亿美元，分析师预期115.9亿美元。财报公布后，高通在盘后下跌2.42%。Applovin三季度营收14.1亿美元，分析师预期13.4亿美元，三季度税前利润10.2亿美元，分析师预期9.487亿美元。热门中概股涨跌不一，纳斯达克中国金龙指数涨0.15%。富途控股涨超4%，唯品会、好未来涨超2%，蔚来、霸王茶姬涨超1%，京东、金山云等小幅上涨；再鼎医药跌超4%，新东方、小鹏汽车跌逾3%，贝壳、BOSS直聘跌超2%，百度跌逾1%，,2025-11-06 06:33:13,每日经济新闻,http://finance.eastmoney.com/a/202511063556238277.html,announcement
